Taille,1230498
Trigramme,"t l",2201
Trigramme,"t"".",8
Trigramme,"t o",260
Trigramme,"t n",286
Trigramme,"-sé",1
Trigramme,"t q",453
Trigramme,"t p",1699
Trigramme,"-wo",2
Trigramme,"t s",1167
Trigramme,"t r",477
Trigramme,"t u",819
Trigramme,"t t",563
Trigramme,"t w",3
Trigramme,"t v",371
Trigramme,"t y",11
Trigramme,"t z",1
Trigramme,"ra ",512
Trigramme,"s@e",1
Trigramme,"ra)",2
Trigramme,"ra,",21
Trigramme,"ra.",18
Trigramme,"ra-",2
Trigramme,"-tê",2
Trigramme,"ra:",1
Trigramme,"rb ",1
Trigramme,"ra?",1
Trigramme,"t «",24
Trigramme,"rb.",1
Trigramme,"mûr",1
Trigramme,"raW",1
Trigramme,"t ·",1
Trigramme,"rc ",45
Trigramme,"t »",9
Trigramme,"rc""",1
Trigramme,"rab",115
Trigramme,"raa",1
Trigramme,"rad",173
Trigramme,"rac",256
Trigramme,"ir”",1
Trigramme,"raf",28
Trigramme,"rae",5
Trigramme,"rah",17
Trigramme,"-ze",1
Trigramme,"rd
",12
Trigramme,"rag",206
Trigramme,"raj",20
Trigramme,"rc,",2
Trigramme,"rai",946
Trigramme,"ral",306
Trigramme,"t É",3
Trigramme,"rc.",1
Trigramme,"rak",12
Trigramme,"rc-",2
Trigramme,"ran",1422
Trigramme,"ram",189
Trigramme,"rap",403
Trigramme,"rao",9
Trigramme,"rar",59
Trigramme,"raq",9
Trigramme,"rat",737
Trigramme,"ras",174
Trigramme,"rav",447
Trigramme,"rau",45
Trigramme,"rax",1
Trigramme,"raz",4
Trigramme,"ray",34
Trigramme,"4€ ",3
Trigramme,"rd!",1
Trigramme,"rd ",233
Trigramme,"nà ",1
Trigramme,"rba",40
Trigramme,"rd""",1
Trigramme,"0 """,2
Trigramme,"0 $",2
Trigramme,"rd'",60
Trigramme,"rbe",67
Trigramme,"t à",706
Trigramme,"0 %",18
Trigramme,"re
",46
Trigramme,"rd)",11
Trigramme,"t â",2
Trigramme,"rbi",21
Trigramme,"0 (",10
Trigramme,"0 )",2
Trigramme,"0!
",1
Trigramme,"t ç",17
Trigramme,"rd-",7
Trigramme,"rd,",67
Trigramme,"t é",336
Trigramme,"0 -",3
Trigramme,"is…",3
Trigramme,"rd.",36
Trigramme,"rbl",3
Trigramme,"sCo",2
Trigramme,"rbo",31
Trigramme,"t ê",167
Trigramme,"rd3",1
Trigramme,"0 0",15
Trigramme,"0 1",2
Trigramme,"rbs",1
Trigramme,"0 2",1
Trigramme,"rbr",30
Trigramme,"0 3",1
Trigramme,"rbu",16
Trigramme,"rbt",1
Trigramme,"0 6",2
Trigramme,"rby",2
Trigramme,"0 8",2
Trigramme,"0 :",10
Trigramme,"re ",6205
Trigramme,"t' ",2
Trigramme,"re""",33
Trigramme,"re!",10
Trigramme,"0! ",1
Trigramme,"rca",16
Trigramme,"0 A",2
Trigramme,"0 B",2
Trigramme,"0 C",9
Trigramme,"re(",10
Trigramme,"0 D",3
Trigramme,"rce",298
Trigramme,"0 E",3
Trigramme,"rch",488
Trigramme,"0 F",2
Trigramme,"rdI",1
Trigramme,"re)",29
Trigramme,"0 G",2
Trigramme,"re,",496
Trigramme,"0 H",3
Trigramme,"rci",173
Trigramme,"re.",481
Trigramme,"rcl",20
Trigramme,"it…",2
Trigramme,"0 J",1
Trigramme,"re-",58
Trigramme,"0 K",9
Trigramme,"rck",1
Trigramme,"0 L",5
Trigramme,"0 M",4
Trigramme,"0 N",1
Trigramme,"rco",63
Trigramme,"0 O",1
Trigramme,"re4",1
Trigramme,"sDr",1
Trigramme,"t&S",1
Trigramme,"0 P",4
Trigramme,"rcr",26
Trigramme,"0 R",5
Trigramme,"rcs",12
Trigramme,"0 S",7
Trigramme,"0 T",2
Trigramme,"rcu",65
Trigramme,"0 U",1
Trigramme,"re:",10
Trigramme,"0 V",2
Trigramme,"0 X",3
Trigramme,"rcy",1
Trigramme,"re;",2
Trigramme,"rf ",3
Trigramme,"re?",4
Trigramme,"rda",29
Trigramme,"0"" ",1
Trigramme,"0 a",60
Trigramme,"t'C",2
Trigramme,"rdb",1
Trigramme,"0 b",2
Trigramme,"rde",176
Trigramme,"0 c",25
Trigramme,"0 d",26
Trigramme,"rf)",1
Trigramme,"0 e",48
Trigramme,"rdi",196
Trigramme,"0 f",7
Trigramme,"0 g",4
Trigramme,"rdh",1
Trigramme,"reL",1
Trigramme,"0 h",14
Trigramme,"rf-",1
Trigramme,"0 i",7
Trigramme,"rdj",2
Trigramme,"0 j",13
Trigramme,"reN",1
Trigramme,"0 k",22
Trigramme,"rf.",3
Trigramme,"0 l",9
Trigramme,"reP",1
Trigramme,"rdo",41
Trigramme,"0 m",92
Trigramme,"0 n",7
Trigramme,"0 o",11
Trigramme,"0 p",41
Trigramme,"rds",50
Trigramme,"nàs",1
Trigramme,"rdr",49
Trigramme,"0 q",1
Trigramme,"rdu",27
Trigramme,"0 r",4
Trigramme,"rdt",1
Trigramme,"0 s",16
Trigramme,"0 t",5
Trigramme,"rdw",1
Trigramme,"0 u",4
Trigramme,"0 v",4
Trigramme,"0 w",1
Trigramme,"0 x",5
Trigramme,"rdz",1
Trigramme,"0 y",1
Trigramme,"rg ",27
Trigramme,"t) ",14
Trigramme,"t(C",1
Trigramme,"reb",18
Trigramme,"rea",71
Trigramme,"t'a",9
Trigramme,"red",114
Trigramme,"rec",546
Trigramme,"t(D",1
Trigramme,"ref",98
Trigramme,"raâ",1
Trigramme,"t'e",6
Trigramme,"ree",42
Trigramme,"reh",2
Trigramme,"/AF",1
Trigramme,"rg)",2
Trigramme,"reg",136
Trigramme,"rej",44
Trigramme,"rg,",5
Trigramme,"t),",8
Trigramme,"rei",92
Trigramme,"t'i",1
Trigramme,"sFi",1
Trigramme,"rg.",8
Trigramme,"t).",13
Trigramme,"rel",281
Trigramme,"t(M",1
Trigramme,"rek",4
Trigramme,"raç",3
Trigramme,"rg-",1
Trigramme,"ren",1287
Trigramme,"rem",647
Trigramme,"raé",5
Trigramme,"rep",443
Trigramme,"raë",6
Trigramme,"rer",434
Trigramme,"raî",89
Trigramme,"/AP",1
Trigramme,"req",14
Trigramme,"ret",369
Trigramme,"raï",5
Trigramme,"res",2467
Trigramme,"rev",158
Trigramme,"reu",340
Trigramme,"rex",3
Trigramme,"rew",5
Trigramme,"rez",161
Trigramme,"rey",9
Trigramme,"t'y",1
Trigramme,"rg?",1
Trigramme,"sGa",1
Trigramme,"rfa",79
Trigramme,"0$ ",1
Trigramme,"t)D",1
Trigramme,"u
C",1
Trigramme,"rfe",14
Trigramme,"t(e",2
Trigramme,"/Ae",1
Trigramme,"rfi",9
Trigramme,"/C+",1
Trigramme,"/Ai",1
Trigramme,"rbé",3
Trigramme,"rfl",3
Trigramme,"rbè",4
Trigramme,"rfo",76
Trigramme,"t(s",1
Trigramme,"rfr",1
Trigramme,"rfu",5
Trigramme,"t(t",1
Trigramme,"rfw",1
Trigramme,"/Au",1
Trigramme,"0 µ",1
Trigramme,"ri ",46
Trigramme,"0% ",29
Trigramme,"ri!",1
Trigramme,".c ",1
Trigramme,"rga",158
Trigramme,".ac",2
Trigramme,"rge",383
Trigramme,".af",2
Trigramme,"úsp",1
Trigramme,"ri,",7
Trigramme,"0%)",1
Trigramme,"rgi",68
Trigramme,"ri.",10
Trigramme,"/Bi",1
Trigramme,"rgl",1
Trigramme,"rgn",11
Trigramme,"rcé",27
Trigramme,"sDé",1
Trigramme,"rgm",1
Trigramme,"0%.",2
Trigramme,"rgo",24
Trigramme,"rgr",4
Trigramme,"t)s",1
Trigramme,"rgs",2
Trigramme,".as",1
Trigramme,"rgu",37
Trigramme,"sHu",1
Trigramme,"rgy",1
Trigramme,"t, ",818
Trigramme,"re»",6
Trigramme,"rha",8
Trigramme,".ba",1
Trigramme,"/DC",1
Trigramme,"rhe",2
Trigramme,"0 à",20
Trigramme,".be",9
Trigramme,"rdâ",1
Trigramme,"0 â",1
Trigramme,"rhi",1
Trigramme,"rdé",24
Trigramme,"rdè",6
Trigramme,"t,.",2
Trigramme,".bl",1
Trigramme,".d.",1
Trigramme,"0 é",2
Trigramme,"/Co",3
Trigramme,"rhu",1
Trigramme,"t,6",1
Trigramme,"rhy",1
Trigramme,"rk ",12
Trigramme,"t- ",3
Trigramme,"rib",132
Trigramme,"ria",152
Trigramme,"rid",41
Trigramme,"ric",363
Trigramme,"rif",66
Trigramme,".cc",1
Trigramme,"rie",1281
Trigramme,"rih",3
Trigramme,".ce",1
Trigramme,"rig",184
Trigramme,"t.
",712
Trigramme,"rij",1
Trigramme,"/F)",1
Trigramme,"rk,",2
Trigramme,"rii",2
Trigramme,"ril",91
Trigramme,"rk.",2
Trigramme,"reç",22
Trigramme,"rik",6
Trigramme,"rin",242
Trigramme,".e-",1
Trigramme,"rim",158
Trigramme,"reé",1
Trigramme,"t'é",1
Trigramme,"rip",75
Trigramme,"sJo",1
Trigramme,"rio",157
Trigramme,"0'0",1
Trigramme,".co",13
Trigramme,"rir",168
Trigramme,"riq",218
Trigramme,"rit",614
Trigramme,"ris",855
Trigramme,"riv",256
Trigramme,"riu",11
Trigramme,"rix",107
Trigramme,"riz",14
Trigramme,"riy",1
Trigramme,"/EZ",1
Trigramme,"t. ",21
Trigramme,"rl ",5
Trigramme,"t-B",4
Trigramme,"rja",2
Trigramme,"1	!",1
Trigramme,"t-A",4
Trigramme,"t.""",1
Trigramme,"1	""",8
Trigramme,"t-D",2
Trigramme,"t-C",3
Trigramme,"t-F",5
Trigramme,"t-E",2
Trigramme,"t-H",3
Trigramme,"raž",1
Trigramme,"t-G",5
Trigramme,".de",1
Trigramme,"t-J",4
Trigramme,"1

",1
Trigramme,"0)
",2
Trigramme,"t-I",1
Trigramme,".dh",1
Trigramme,"t-L",8
Trigramme,"rfé",3
Trigramme,"t-N",1
Trigramme,"t-M",7
Trigramme,"rfè",2
Trigramme,"t-P",9
Trigramme,"rjo",1
Trigramme,"t-O",3
Trigramme,"t-R",2
Trigramme,"t-Q",2
Trigramme,"t.2",1
Trigramme,"t-T",2
Trigramme,"t-S",7
Trigramme,"t-V",4
Trigramme,"/Et",3
Trigramme,"t-Z",1
Trigramme,"né ",176
Trigramme,"rm ",2
Trigramme,"0) ",9
Trigramme,"t-b",2
Trigramme,"t-a",5
Trigramme,"nça",156
Trigramme,"1	A",71
Trigramme,"rka",4
Trigramme,"t-d",1
Trigramme,"1	B",19
Trigramme,"t-c",14
Trigramme,"1	C",106
Trigramme,"1	D",61
Trigramme,"t-f",4
Trigramme,"rke",12
Trigramme,"t-e",21
Trigramme,"nçe",1
Trigramme,"1	E",72
Trigramme,"rkh",1
Trigramme,"1	F",11
Trigramme,"t-h",2
Trigramme,"rn
",2
Trigramme,"1
(",1
Trigramme,"1	G",6
Trigramme,"t-g",1
Trigramme,"né,",16
Trigramme,"1	H",5
Trigramme,"rki",8
Trigramme,"sLi",1
Trigramme,"t-i",49
Trigramme,"1	I",59
Trigramme,"né.",20
Trigramme,"t-l",4
Trigramme,"1	J",32
Trigramme,"rm.",1
Trigramme,"0),",3
Trigramme,"1	K",1
Trigramme,"t-n",1
Trigramme,"1	L",204
Trigramme,"0).",8
Trigramme,"rgé",42
Trigramme,"t-m",3
Trigramme,"1	M",34
Trigramme,".el",1
Trigramme,"t-p",6
Trigramme,"1	N",36
Trigramme,"rko",8
Trigramme,"nço",45
Trigramme,"t-o",8
Trigramme,"1	O",21
Trigramme,".en",1
Trigramme,"1	P",61
Trigramme,"t-q",2
Trigramme,"1	Q",10
Trigramme,"1	R",15
Trigramme,"rks",5
Trigramme,"t-s",3
Trigramme,"1	S",47
Trigramme,"0)4",1
Trigramme,"0's",1
Trigramme,"t-v",1
Trigramme,"1	T",27
Trigramme,"0)5",1
Trigramme,"nçu",24
Trigramme,".et",1
Trigramme,"1	U",34
Trigramme,"t-u",1
Trigramme,"l –",1
Trigramme,"né:",1
Trigramme,"1	V",36
Trigramme,"rky",1
Trigramme,"1	Y",1
Trigramme,"rn ",11
Trigramme,"né?",1
Trigramme,"rla",25
Trigramme,"t/A",1
Trigramme,"1
A",1
Trigramme,"nèb",2
Trigramme,"t.b",2
Trigramme,"rle",104
Trigramme,"rld",3
Trigramme,"t/E",1
Trigramme,"nèg",2
Trigramme,"t.f",1
Trigramme,"rli",27
Trigramme,"rn,",3
Trigramme,"rhé",3
Trigramme,"rlo",18
Trigramme,"rls",2
Trigramme,"nès",4
Trigramme,"t.s",1
Trigramme,"nèr",6
Trigramme,".fr",24
Trigramme,"rlu",1
Trigramme,"nèt",14
Trigramme,"0*6",1
Trigramme,"nèv",4
Trigramme,"rly",2
Trigramme,"nèz",1
Trigramme,"ro ",77
Trigramme,"ro""",1
Trigramme,"néb",3
Trigramme,"néa",24
Trigramme,"rma",457
Trigramme,"t/a",1
Trigramme,"néd",5
Trigramme,".ga",1
Trigramme,"/Ha",1
Trigramme,"néc",64
Trigramme,"néf",56
Trigramme,"née",512
Trigramme,"rme",639
Trigramme,"t/e",1
Trigramme,"/He",1
Trigramme,"nég",31
Trigramme,"ro)",1
Trigramme,"ro,",9
Trigramme,"rmi",178
Trigramme,"néi",4
Trigramme,"ro.",8
Trigramme,"riè",104
Trigramme,"nél",1
Trigramme,"ro-",20
Trigramme,"riç",1
Trigramme,"nén",1
Trigramme,"rié",115
Trigramme,"ném",34
Trigramme,"t/m",1
Trigramme,"nép",2
Trigramme,"rmo",67
Trigramme,"néo",3
Trigramme,"sNo",1
Trigramme,"t/o",11
Trigramme,"nér",188
Trigramme,".go",1
Trigramme,"nét",29
Trigramme,"nés",84
Trigramme,"rms",1
Trigramme,"név",15
Trigramme,"rmu",38
Trigramme,"€¦ ",1
Trigramme,"ro?",1
Trigramme,"rp ",1
Trigramme,"0, ",63
Trigramme,"rna",204
Trigramme,"roD",1
Trigramme,"roC",1
Trigramme,"rne",273
Trigramme,"rni",247
Trigramme,"rnh",3
Trigramme,"rnk",1
Trigramme,"rp,",1
Trigramme,"t-É",1
Trigramme,"0,-",1
Trigramme,"rno",24
Trigramme,"1	«",13
Trigramme,"rnn",1
Trigramme,"0,0",1
Trigramme,"rns",3
Trigramme,"rnr",1
Trigramme,"0,3",2
Trigramme,"rnu",4
Trigramme,"1	°",1
Trigramme,"nêt",27
Trigramme,"0,5",5
Trigramme,"rnt",1
Trigramme,"0,6",1
Trigramme,".ht",3
Trigramme,"0,7",3
Trigramme,"rny",1
Trigramme,"0,8",2
Trigramme,"rjö",1
Trigramme,"t.»",4
Trigramme,"rq ",2
Trigramme,"0- ",2
Trigramme,"1	»",2
Trigramme,"/L ",1
Trigramme,"rob",131
Trigramme,"roa",3
Trigramme,"rod",226
Trigramme,"t-à",9
Trigramme,"roc",303
Trigramme,"1	À",1
Trigramme,"rof",262
Trigramme,"roe",3
Trigramme,"roh",4
Trigramme,"rog",163
Trigramme,"roj",162
Trigramme,"0.
",54
Trigramme,"roi",500
Trigramme,"rol",83
Trigramme,"/L,",1
Trigramme,"t-ê",27
Trigramme,"ron",589
Trigramme,"rom",129
Trigramme,"nçé",3
Trigramme,"rop",572
Trigramme,"0-0",2
Trigramme,"roo",5
Trigramme,"0-1",6
Trigramme,"ror",15
Trigramme,"roq",16
Trigramme,"0-2",2
Trigramme,"rot",112
Trigramme,"0-3",2
Trigramme,"sPs",1
Trigramme,"ros",167
Trigramme,"0-5",1
Trigramme,"rov",87
Trigramme,"rou",729
Trigramme,"0-7",2
Trigramme,"rox",57
Trigramme,"0-8",1
Trigramme,"row",6
Trigramme,"0-9",2
Trigramme,"roy",49
Trigramme,"né»",1
Trigramme,"sS ",1
Trigramme,"rpa",3
Trigramme,"0. ",3
Trigramme,".ja",1
Trigramme,"rpe",22
Trigramme,"rs
",8
Trigramme,"0-E",2
Trigramme,"rpi",3
Trigramme,"rph",14
Trigramme,"rr,",1
Trigramme,"rlé",6
Trigramme,"rlè",1
Trigramme,"rr.",1
Trigramme,"rpl",4
Trigramme,"rpo",24
Trigramme,"0.0",12
Trigramme,"0.1",1
Trigramme,"rps",56
Trigramme,"rpr",51
Trigramme,"0.3",2
Trigramme,"rpu",1
Trigramme,"rpt",1
Trigramme,"0.6",2
Trigramme,"rpy",1
Trigramme,"rs ",2138
Trigramme,"nï ",1
Trigramme,"t5 ",1
Trigramme,"rs""",9
Trigramme,"rs!",2
Trigramme,"nía",1
Trigramme,".ka",1
Trigramme,"/La",1
Trigramme,"rs(",2
Trigramme,"rt
",1
Trigramme,"00	",100
Trigramme,"rs)",19
Trigramme,"rs,",211
Trigramme,".m)",1
Trigramme,"rs.",201
Trigramme,"/Li",1
Trigramme,"rnÉ",1
Trigramme,"rs-",14
Trigramme,"rmé",127
Trigramme,"rs/",1
Trigramme,"0/0",2
Trigramme,"0/1",2
Trigramme,"0/2",2
Trigramme,"/MS",2
Trigramme,"0/4",1
Trigramme,"rqu",175
Trigramme,"rs:",3
Trigramme,"rs;",1
Trigramme,"rt ",567
Trigramme,"rs?",2
Trigramme,"rra",207
Trigramme,"00 ",175
Trigramme,"rt""",1
Trigramme,"/Ma",1
Trigramme,"rre",429
Trigramme,"00$",1
Trigramme,"rt'",2
Trigramme,"00%",8
Trigramme,"rrg",2
Trigramme,"rt)",3
Trigramme,"rrf",1
Trigramme,"rri",331
Trigramme,"sSi",1
Trigramme,"01	",99
Trigramme,"rrh",3
Trigramme,"00)",6
Trigramme,"rt-",11
Trigramme,"00*",1
Trigramme,"rt,",59
Trigramme,"00,",10
Trigramme,"rné",88
Trigramme,"nîm",1
Trigramme,"rt.",58
Trigramme,"rnè",1
Trigramme,"00-",3
Trigramme,"rro",98
Trigramme,"00.",23
Trigramme,"000",111
Trigramme,"001",33
Trigramme,"002",28
Trigramme,"003",39
Trigramme,"rru",301
Trigramme,"004",39
Trigramme,"005",27
Trigramme,"006",45
Trigramme,"007",36
Trigramme,"rry",15
Trigramme,"008",47
Trigramme,"009",35
Trigramme,"rt:",2
Trigramme,"ru ",25
Trigramme,"01 ",14
Trigramme,"rsb",2
Trigramme,"rsa",56
Trigramme,"01""",2
Trigramme,"rsc",4
Trigramme,"00C",1
Trigramme,"rse",138
Trigramme,"00F",1
Trigramme,"rsh",1
Trigramme,"01(",6
Trigramme,"02	",99
Trigramme,"02
",1
Trigramme,"ru,",5
Trigramme,"rsi",151
Trigramme,"rsl",1
Trigramme,"ru.",2
Trigramme,"roè",1
Trigramme,"01,",11
Trigramme,"01-",4
Trigramme,"00L",2
Trigramme,"01.",8
Trigramme,".o.",1
Trigramme,"roé",1
Trigramme,"rsp",13
Trigramme,"01/",4
Trigramme,"rso",234
Trigramme,"010",41
Trigramme,"roë",4
Trigramme,"rtP",1
Trigramme,"roî",3
Trigramme,"011",46
Trigramme,"rsq",72
Trigramme,"012",71
Trigramme,"013",65
Trigramme,"rst",5
Trigramme,"014",31
Trigramme,"roï",7
Trigramme,"015",22
Trigramme,"rsu",53
Trigramme,"016",16
Trigramme,"017",13
Trigramme,"018",12
Trigramme,"00W",1
Trigramme,"019",13
Trigramme,"01:",1
Trigramme,"rsy",2
Trigramme,"rta",423
Trigramme,"02 ",9
Trigramme,"rtb",1
Trigramme,"rte",765
Trigramme,"00b",1
Trigramme,"02%",1
Trigramme,"rtg",1
Trigramme,".ne",2
Trigramme,"00e",2
Trigramme,"03	",99
Trigramme,"rti",908
Trigramme,"rth",24
Trigramme,"rtm",3
Trigramme,"02,",9
Trigramme,"rpé",6
Trigramme,"02-",2
Trigramme,"00k",1
Trigramme,"02.",6
Trigramme,"rto",122
Trigramme,"/PM",3
Trigramme,"00m",3
Trigramme,"rtn",2
Trigramme,"02/",2
Trigramme,"rpê",1
Trigramme,"020",10
Trigramme,"rtq",1
Trigramme,"00n",1
Trigramme,"021",13
Trigramme,"rtp",3
Trigramme,"022",19
Trigramme,"rts",169
Trigramme,"023",11
Trigramme,"rtr",23
Trigramme,"024",17
Trigramme,"rtu",106
Trigramme,"025",9
Trigramme,"rtt",1
Trigramme,"026",9
Trigramme,"027",9
Trigramme,"028",9
Trigramme,"rty",7
Trigramme,"029",9
Trigramme,"02:",1
Trigramme,"rtz",2
Trigramme,"03 ",21
Trigramme,"rub",25
Trigramme,"rua",2
Trigramme,"rud",12
Trigramme,"/Pa",1
Trigramme,"ruc",148
Trigramme,"rue",55
Trigramme,"rug",12
Trigramme,"04	",99
Trigramme,"03)",2
Trigramme,"rui",121
Trigramme,"sVi",1
Trigramme,"rul",2
Trigramme,"/Pi",1
Trigramme,"03,",10
Trigramme,"ruk",1
Trigramme,"run",40
Trigramme,"03-",2
Trigramme,"rum",53
Trigramme,"03.",6
Trigramme,"rup",21
Trigramme,"03/",2
Trigramme,"030",9
Trigramme,"031",10
Trigramme,"rur",304
Trigramme,"032",9
Trigramme,"ruq",4
Trigramme,"033",9
Trigramme,"rut",35
Trigramme,"rus",50
Trigramme,"034",9
Trigramme,".or",2
Trigramme,"/N°",1
Trigramme,"035",9
Trigramme,"036",9
Trigramme,"037",9
Trigramme,"rux",18
Trigramme,"038",10
Trigramme,"039",10
Trigramme,"ruz",2
Trigramme,"ruy",3
Trigramme,"t: ",18
Trigramme,"rva",65
Trigramme,"04 ",14
Trigramme,"rve",211
Trigramme,".pd",1
Trigramme,"ûch",4
Trigramme,"05	",99
Trigramme,"rvi",419
Trigramme,"04)",3
Trigramme,".ph",1
Trigramme,"rx,",1
Trigramme,"04,",8
Trigramme,"rré",39
Trigramme,"rrè",7
Trigramme,"04-",2
Trigramme,"rvo",17
Trigramme,"04.",6
Trigramme,"rrê",44
Trigramme,"04/",4
Trigramme,"040",9
Trigramme,"041",11
Trigramme,"042",9
Trigramme,".pp",1
Trigramme,"043",9
Trigramme,"044",9
Trigramme,"rvu",5
Trigramme,"045",9
Trigramme,"046",10
Trigramme,"047",9
Trigramme,"048",10
Trigramme,"049",9
Trigramme,"ry ",37
Trigramme,"t; ",5
Trigramme,"05 ",11
Trigramme,"rwa",2
Trigramme,"05%",1
Trigramme,"rwe",3
Trigramme,"ry'",1
Trigramme,"ry)",2
Trigramme,"06	",99
Trigramme,"ry,",10
Trigramme,"05)",1
Trigramme,"rwi",1
Trigramme,"ry.",6
Trigramme,"05,",6
Trigramme,"ry-",1
Trigramme,"rsé",33
Trigramme,"05.",6
Trigramme,"05/",2
Trigramme,"050",10
Trigramme,"051",9
Trigramme,"052",9
Trigramme,"053",9
Trigramme,"054",9
Trigramme,"055",9
Trigramme,"056",9
Trigramme,"057",9
Trigramme,"058",9
Trigramme,"059",10
Trigramme,"06 ",20
Trigramme,"05F",1
Trigramme,"07	",99
Trigramme,"rxi",3
Trigramme,"06(",1
Trigramme,"06)",6
Trigramme,"/Si",1
Trigramme,"nôm",1
Trigramme,"06,",7
Trigramme,"rté",93
Trigramme,"06-",2
Trigramme,"rtè",5
Trigramme,"06.",10
Trigramme,"06/",1
Trigramme,"060",10
Trigramme,"061",9
Trigramme,".ro",1
Trigramme,"062",10
Trigramme,"063",9
Trigramme,"064",11
Trigramme,"065",9
Trigramme,"066",9
Trigramme,"067",11
Trigramme,"068",9
Trigramme,"069",9
Trigramme,"07 ",17
Trigramme,"ryb",1
Trigramme,"rya",5
Trigramme,".sa",1
Trigramme,"rye",1
Trigramme,"05e",1
Trigramme,".se",1
Trigramme,"08	",99
Trigramme,"07)",2
Trigramme,"ryl",2
Trigramme,".si",1
Trigramme,"07,",4
Trigramme,"07-",5
Trigramme,"ryn",3
Trigramme,"07.",2
Trigramme,"rym",2
Trigramme,"ryp",4
Trigramme,"07/",5
Trigramme,"ryo",4
Trigramme,"070",9
Trigramme,"071",9
Trigramme,"072",9
Trigramme,"ryt",28
Trigramme,"073",9
Trigramme,"074",9
Trigramme,"/Tr",1
Trigramme,"rys",3
Trigramme,"075",9
Trigramme,"076",9
Trigramme,"077",9
Trigramme,"078",10
Trigramme,"079",10
Trigramme,"ryz",1
Trigramme,"08 ",21
Trigramme,"rza",2
Trigramme,"08""",1
Trigramme,"rzb",1
Trigramme,"rze",2
Trigramme,"t?
",4
Trigramme,".te",2
Trigramme,"06e",1
Trigramme,"09	",99
Trigramme,"rzi",1
Trigramme,"08)",4
Trigramme,"rvé",48
Trigramme,"08,",10
Trigramme,"08-",2
Trigramme,"rvè",2
Trigramme,"08.",10
Trigramme,"rzo",2
Trigramme,"080",10
Trigramme,".to",1
Trigramme,"081",9
Trigramme,"082",9
Trigramme,"083",9
Trigramme,"084",9
Trigramme,"085",9
Trigramme,"…et",1
Trigramme,"086",9
Trigramme,"/Ut",1
Trigramme,"087",10
Trigramme,"rzv",1
Trigramme,"088",9
Trigramme,"rzy",1
Trigramme,"089",9
Trigramme,"08:",1
Trigramme,"u """,18
Trigramme,"09 ",13
Trigramme,"08?",1
Trigramme,"09""",1
Trigramme,"u (",21
Trigramme,"u '",2
Trigramme,"u!
",4
Trigramme,"u +",2
Trigramme,"07h",1
Trigramme,"09,",12
Trigramme,"u 0",5
Trigramme,"09-",1
Trigramme,"09.",7
Trigramme,"u 2",37
Trigramme,"09/",2
Trigramme,"u 1",62
Trigramme,"090",10
Trigramme,"091",9
Trigramme,"u 4",5
Trigramme,"u 3",18
Trigramme,"092",9
Trigramme,"u 6",4
Trigramme,"093",9
Trigramme,"u 5",4
Trigramme,"094",9
Trigramme,"095",10
Trigramme,"u 8",6
Trigramme,"096",11
Trigramme,"u 7",5
Trigramme,"097",9
Trigramme,"u :",4
Trigramme,"u 9",3
Trigramme,"098",9
Trigramme,"099",9
Trigramme,"u ;",1
Trigramme,"09:",1
Trigramme,"u B",44
Trigramme,"u A",3
Trigramme,"u D",25
Trigramme,"u C",132
Trigramme,".va",1
Trigramme,"u F",22
Trigramme,"08c",1
Trigramme,"u E",2
Trigramme,"u H",13
Trigramme,"u G",26
Trigramme,"u J",8
Trigramme,"u I",4
Trigramme,"u L",37
Trigramme,"08h",1
Trigramme,"u K",10
Trigramme,"u N",12
Trigramme,"u M",71
Trigramme,"u P",59
Trigramme,".x.",1
Trigramme,"u O",4
Trigramme,"u R",35
Trigramme,"u Q",13
Trigramme,"u T",45
Trigramme,"u S",50
Trigramme,"u V",11
Trigramme,"u U",2
Trigramme,"0:5",1
Trigramme,"u X",49
Trigramme,"u W",7
Trigramme,"u Z",2
Trigramme,"u Y",1
Trigramme,"u [",1
Trigramme,"u"" ",5
Trigramme,"u b",161
Trigramme,"u a",126
Trigramme,"u d",686
Trigramme,"u c",498
Trigramme,"u f",167
Trigramme,"u e",167
Trigramme,"u h",25
Trigramme,"u g",95
Trigramme,"u"")",1
Trigramme,"u j",66
Trigramme,"u"",",2
Trigramme,"u i",37
Trigramme,"09h",1
Trigramme,"u l",307
Trigramme,"u k",5
Trigramme,"u n",118
Trigramme,"u m",386
Trigramme,"u p",543
Trigramme,"u o",18
Trigramme,"u r",174
Trigramme,"u q",57
Trigramme,"u t",257
Trigramme,"u s",424
Trigramme,"u v",122
Trigramme,"u u",66
Trigramme,"u w",3
Trigramme,"u z",2
Trigramme,"u y",2
Trigramme,"sa ",355
Trigramme,"ryû",1
Trigramme,"sa)",1
Trigramme,"sa,",4
Trigramme,"t@l",1
Trigramme,"sa.",2
Trigramme,"ûla",1
Trigramme,"ûle",7
Trigramme,"sb.",1
Trigramme,"u «",13
Trigramme,"ûme",2
Trigramme,"u »",2
Trigramme,"saa",2
Trigramme,"sac",118
Trigramme,"sab",121
Trigramme,"sae",1
Trigramme,"sad",8
Trigramme,"sag",215
Trigramme,"saf",2
Trigramme,"sai",302
Trigramme,"sah",2
Trigramme,"sak",2
Trigramme,"'œi",2
Trigramme,"sam",47
Trigramme,"sal",149
Trigramme,"sc.",1
Trigramme,"sao",2
Trigramme,"san",749
Trigramme,"sap",6
Trigramme,"sas",20
